 !  #   ele     A    N    Z       atom mass    error         nucl.bind.E.  error       B/A
   30,   He,   10,   8,   2,    10.052815306, 0.000099676,    -29.951292, 0.092848,   -2.995129
   31,   Li,   10,   7,   3,    10.035483453, 0.000013656,    -45.313354, 0.012720,   -4.531335
   32,   Be,   10,   6,   4,    10.013534692, 0.000000086,    -64.975965, 0.000080,   -6.497596
   33,    B,   10,   5,   5,    10.012936862, 0.000000016,    -64.750227, 0.000015,   -6.475023
   34,    C,   10,   4,   6,    10.016853217, 0.000000075,    -60.319463, 0.000070,   -6.031946
   35,    N,   10,   3,   7,    10.041653540, 0.000429417,    -36.435309, 0.399999,   -3.643531
   36,   Li,   11,   8,   3,    11.043723581, 0.000000660,    -45.709041, 0.000615,   -4.155367
   37,   Be,   11,   7,   4,    11.021661080, 0.000000255,    -65.477600, 0.000238,   -5.952509
   38,    B,   11,   6,   5,    11.009305166, 0.000000013,    -76.204448, 0.000012,   -6.927677
   39,    C,   11,   5,   6,    11.011432597, 0.000000064,    -73.440056, 0.000060,   -6.676369
   40,    N,   11,   4,   7,    11.026157593, 0.000005368,    -58.941010, 0.005000,   -5.358274
   41,    O,   11,   3,   8,    11.051249828, 0.000064453,    -34.784840, 0.060038,   -3.162258
   42,   Li,   12,   9,   3,    12.052613942, 0.000032213,    -45.499040, 0.030006,   -3.791587
   43,   Be,   12,   8,   4,    12.026922082, 0.000002048,    -68.648326, 0.001908,   -5.720694
   44,    B,   12,   7,   5,    12.014352638, 0.000001418,    -79.574076, 0.001321,   -6.631173
   45,    C,   12,   6,   6,    12.000000000, 0.000000000,    -92.160771, 0.000000,   -7.680064
   46,    N,   12,   5,   7,    12.018613180, 0.000001073,    -74.039904, 0.000999,   -6.169992
   47,    O,   12,   4,   8,    12.034367726, 0.000012882,    -58.581736, 0.012000,   -4.881811
   48,   Li,   13,  10,   3,    13.061171503, 0.000075150,    -45.599041, 0.070002,   -3.507619
   49,   Be,   13,   9,   4,    13.036134506, 0.000010929,    -68.138325, 0.010180,   -5.241410
   50,    B,   13,   8,   5,    13.017779981, 0.000001073,    -84.452844, 0.000999,   -6.496373
   51,    C,   13,   7,   6,    13.003354835, 0.000000000,    -97.107080, 0.000000,   -7.469775
   52,    N,   13,   6,   7,    13.005738609, 0.000000289,    -94.103809, 0.000269,   -7.238755
   53,    O,   13,   5,   8,    13.024815435, 0.000010226,    -75.550957, 0.009525,   -5.811612
   54,   Be,   14,  10,   4,    14.042892920, 0.000141970,    -69.914221, 0.132244,   -4.993873
   55,    B,   14,   9,   5,    14.025404010, 0.000022773,    -85.422424, 0.021213,   -6.101602
   56,    C,   14,   8,   6,    14.003241989, 0.000000004,   -105.283514, 0.000004,   -7.520251
   57,    N,   14,   7,   7,    14.003074004, 0.000000000,   -104.657191, 0.000000,   -7.475514
   58,    O,   14,   6,   8,    14.008596706, 0.000000027,    -98.729925, 0.000025,   -7.052138
   59,    F,   14,   5,   9,    14.034315196, 0.000044142,    -73.990294, 0.041118,   -5.285021
   60,   Be,   15,  11,   4,    15.053490215, 0.000177990,    -68.114221, 0.165797,   -4.540948
   61,    B,   15,  10,   5,    15.031087023, 0.000022575,    -88.200049, 0.021028,   -5.880003
   62,    C,   15,   9,   6,    15.010599256, 0.000000858,   -106.501581, 0.000799,   -7.100105
   63,    N,   15,   8,   7,    15.000108898, 0.000000001,   -115.490488, 0.000001,   -7.699366
   64,    O,   15,   7,   8,    15.003065636, 0.000000526,   -111.953403, 0.000490,   -7.463560
   65,    F,   15,   6,   9,    15.017785139, 0.000015029,    -97.459263, 0.013999,   -6.497284
   66,   Ne,   15,   5,  10,    15.043172977, 0.000071588,    -73.027519, 0.066684,   -4.868501
   67,   Be,   16,  12,   4,    16.061672036, 0.000177990,    -68.564221, 0.165797,   -4.285264
   68,    B,   16,  11,   5,    16.039841045, 0.000026373,    -88.117047, 0.024566,   -5.507315
   69,    C,   16,  10,   6,    16.014701255, 0.000003840,   -110.751911, 0.003577,   -6.921994
   70,    N,   16,   9,   7,    16.006101925, 0.000002470,   -117.979337, 0.002301,   -7.373709
   71,    O,   16,   8,   8,    15.994914619, 0.000000000,   -127.617345, 0.000000,   -7.976084
   72,    F,   16,   7,   9,    16.011460278, 0.000005758,   -111.422152, 0.005364,   -6.963884
   73,   Ne,   16,   6,  10,    16.025750860, 0.000021986,    -97.327436, 0.020480,   -6.082965
   74,    B,   17,  12,   5,    17.046931399, 0.000219114,    -89.583742, 0.204103,   -5.269632
   75,    C,   17,  11,   6,    17.022578650, 0.000018641,   -111.485482, 0.017364,   -6.557970
   76,    N,   17,  10,   7,    17.008448876, 0.000016103,   -123.864484, 0.015000,   -7.286146
   77,    O,   17,   9,   8,    16.999131756, 0.000000001,   -131.760425, 0.000001,   -7.750613
   78,    F,   17,   8,   9,    17.002095237, 0.000000266,   -128.216950, 0.000248,   -7.542174
   79,   Ne,   17,   7,  10,    17.017713962, 0.000000380,   -112.885077, 0.000354,   -6.640299
   80,   Na,   17,   6,  11,    17.037273000, 0.000064000,    -93.882709, 0.059616,   -5.522512
   81,    B,   18,  13,   5,    18.055601683, 0.000219180,    -89.578742, 0.204165,   -4.976597
   82,    C,   18,  12,   6,    18.026751930, 0.000032206,   -115.669414, 0.030000,   -6.426079
   83,    N,   18,  11,   7,    18.014077563, 0.000019935,   -126.692713, 0.018569,   -7.038484
   84,    O,   18,  10,   8,    17.999159612, 0.000000001,   -139.805795, 0.000001,   -7.766989
   85,    F,   18,   9,   9,    18.000937324, 0.000000497,   -137.366857, 0.000463,   -7.631492
   86,   Ne,   18,   8,  10,    18.005708696, 0.000000390,   -132.139230, 0.000363,   -7.341068
   87,   Na,   18,   7,  11,    18.026879388, 0.000100785,   -111.635615, 0.093881,   -6.201979
   88,    B,   19,  14,   5,    19.064166000, 0.000564000,    -89.672449, 0.525363,   -4.719603
   89,    C,   19,  13,   6,    19.034797594, 0.000105625,   -116.246244, 0.098389,   -6.118223
   90,    N,   19,  12,   7,    19.017022389, 0.000017610,   -132.020943, 0.016404,   -6.948471
   91,    O,   19,  11,   8,    19.003577969, 0.000002830,   -143.761440, 0.002636,   -7.566392
   92,    F,   19,  10,   9,    18.998403162, 0.000000001,   -147.798732, 0.000001,   -7.778881
   93,   Ne,   19,   9,  10,    19.001880906, 0.000000171,   -143.776112, 0.000159,   -7.567164
   94,   Na,   19,   8,  11,    19.013880264, 0.000011309,   -131.815540, 0.010534,   -6.937660
   95,   Mg,   19,   7,  12,    19.034179920, 0.000064413,   -112.123168, 0.060000,   -5.901219
   96,    B,   20,  15,   5,    20.074505644, 0.000586538,    -88.112450, 0.546357,   -4.405623
   97,    C,   20,  14,   6,    20.040261732, 0.000247585,   -119.227749, 0.230624,   -5.961387
   98,    N,   20,  13,   7,    20.023367295, 0.000084696,   -134.182019, 0.078894,   -6.709101
   99,    O,   20,  12,   8,    20.004075357, 0.000000950,   -151.369444, 0.000885,   -7.568472
  100,    F,   20,  11,   9,    19.999981252, 0.000000031,   -154.400069, 0.000029,   -7.720003
  101,   Ne,   20,  10,  10,    19.992440175, 0.000000002,   -160.641415, 0.000002,   -8.032071
  102,   Na,   20,   9,  11,    20.007354301, 0.000001190,   -145.965754, 0.001108,   -7.298288
  103,   Mg,   20,   8,  12,    20.018763075, 0.000002000,   -134.555186, 0.001863,   -6.727759
  104,    B,   21,  16,   5,    21.084147485, 0.000599750,    -87.202450, 0.558664,   -4.152498
  105,    N,   21,  14,   7,    21.027087573, 0.000143906,   -138.787920, 0.134048,   -6.608949
  106,    O,   21,  13,   8,    21.008654948, 0.000012882,   -155.174900, 0.012000,   -7.389281
  107,    F,   21,  12,   9,    20.999948893, 0.000001932,   -162.501529, 0.001800,   -7.738168
  108,   Ne,   21,  11,  10,    20.993846685, 0.000000041,   -167.402577, 0.000038,   -7.971551
  109,   Na,   21,  10,  11,    20.997654459, 0.000000045,   -163.072418, 0.000042,   -7.765353
  110,   Mg,   21,   9,  12,    21.011705764, 0.000000810,   -149.200348, 0.000755,   -7.104778
  111,    C,   22,  16,   6,    22.057553990, 0.000248515,   -119.262749, 0.231490,   -5.421034
  112,    N,   22,  15,   7,    22.034100918, 0.000223060,   -140.326348, 0.207779,   -6.378470
  113,    O,   22,  14,   8,    22.009965744, 0.000061107,   -162.025219, 0.056921,   -7.364783
  114,    F,   22,  13,   9,    22.002998812, 0.000013310,   -167.731866, 0.012398,   -7.624176
  115,   Ne,   22,  12,  10,    21.991385113, 0.000000018,   -177.766835, 0.000017,   -8.080311
  116,   Na,   22,  11,  11,    21.994437547, 0.000000141,   -174.140271, 0.000131,   -7.915467
  117,   Mg,   22,  10,  12,    21.999570597, 0.000000170,   -168.575502, 0.000158,   -7.662523
  118,    N,   23,  16,   7,    23.039421000, 0.000451500,   -143.442041, 0.420570,   -6.236610
  119,    O,   23,  15,   8,    23.015696686, 0.000130663,   -164.758198, 0.121712,   -7.163400
  120,    F,   23,  14,   9,    23.003526875, 0.000035770,   -175.311296, 0.033320,   -7.622230
  121,   Ne,   23,  13,  10,    22.994466905, 0.000000112,   -182.967482, 0.000104,   -7.955108
  122,   Na,   23,  12,  11,    22.989769282, 0.000000002,   -186.560050, 0.000002,   -8.111307
  123,   Mg,   23,  11,  12,    22.994123768, 0.000000034,   -181.720509, 0.000032,   -7.900892
  124,   Al,   23,  10,  13,    23.007244351, 0.000000370,   -168.715275, 0.000345,   -7.335447
  125,    O,   24,  16,   8,    24.019861000, 0.000177000,   -168.950483, 0.164874,   -7.039603
  126,    F,   24,  15,   9,    24.008099370, 0.000104853,   -179.123362, 0.097670,   -7.463473
  127,   Ne,   24,  14,  10,    23.993610649, 0.000000550,   -191.836398, 0.000512,   -7.993183
  128,   Na,   24,  13,  11,    23.990963012, 0.000000017,   -193.519416, 0.000016,   -8.063309
  129,   Mg,   24,  12,  12,    23.985041689, 0.000000013,   -198.251731, 0.000012,   -8.260489
  130,   Al,   24,  11,  13,    23.999947598, 0.000000244,   -183.583475, 0.000227,   -7.649311
  131,   Si,   24,  10,  14,    24.011535430, 0.000020904,   -172.005858, 0.019472,   -7.166911
  132,    O,   25,  17,   8,    25.029338919, 0.000177225,   -168.193175, 0.165084,   -6.727727
  133,    F,   25,  16,   9,    25.012167727, 0.000103535,   -183.405030, 0.096442,   -7.336201
  134,   Ne,   25,  15,  10,    24.997814797, 0.000031181,   -195.991577, 0.029045,   -7.839663
  135,   Na,   25,  14,  11,    24.989953974, 0.000001288,   -202.530647, 0.001200,   -8.101226
  136,   Mg,   25,  13,  12,    24.985836966, 0.000000050,   -205.582253, 0.000047,   -8.223290
  137,   Al,   25,  12,  13,    24.990428308, 0.000000069,   -200.521956, 0.000064,   -8.020878
  138,   Si,   25,  11,  14,    25.004108798, 0.000010735,   -186.995040, 0.010000,   -7.479802
  139,    O,   26,  18,   8,    26.037210155, 0.000177081,   -168.932483, 0.164950,   -6.497403
  140,    F,   26,  17,   9,    26.020048065, 0.000114898,   -184.135859, 0.107027,   -7.082148
  141,   Ne,   26,  16,  10,    26.000516496, 0.000019784,   -201.546278, 0.018429,   -7.751780
  142,   Na,   26,  15,  11,    25.992634649, 0.000003759,   -208.104932, 0.003501,   -8.004036
  143,   Mg,   26,  14,  12,    25.982592972, 0.000000031,   -216.675332, 0.000029,   -8.333667
  144,   Al,   26,  13,  13,    25.986891876, 0.000000071,   -211.887439, 0.000066,   -8.149517
  145,   Si,   26,  12,  14,    25.992333818, 0.000000115,   -206.034683, 0.000107,   -7.924411
  146,    F,   27,  18,   9,    27.026981897, 0.000129037,   -185.748354, 0.120197,   -6.879569
  147,   Ne,   27,  17,  10,    27.007569462, 0.000097445,   -203.047800, 0.090769,   -7.520289
  148,   Na,   27,  16,  11,    26.994076408, 0.000004000,   -214.833260, 0.003726,   -7.956787
  149,   Mg,   27,  15,  12,    26.984340647, 0.000000050,   -223.118701, 0.000047,   -8.263656
  150,   Al,   27,  14,  13,    26.981538408, 0.000000050,   -224.945481, 0.000047,   -8.331314
  151,   Si,   27,  13,  14,    26.986704687, 0.000000115,   -219.349503, 0.000107,   -8.124056
  152,    P,   27,  12,  15,    26.999292499, 0.000009662,   -206.840276, 0.009000,   -7.660751
  153,    F,   28,  19,   9,    28.035860448, 0.000129198,   -185.549354, 0.120347,   -6.626763
  154,   Ne,   28,  18,  10,    28.012130767, 0.000135339,   -206.870289, 0.126067,   -7.388225
  155,   Na,   28,  17,  11,    27.998939000, 0.000011000,   -218.375102, 0.010246,   -7.799111
  156,   Mg,   28,  16,  12,    27.983875426, 0.000000280,   -231.623370, 0.000261,   -8.272263
  157,   Al,   28,  15,  13,    27.981910009, 0.000000052,   -232.670655, 0.000048,   -8.309666
  158,   Si,   28,  14,  14,    27.976926534, 0.000000001,   -236.529113, 0.000001,   -8.447468
  159,    P,   28,  13,  15,    27.992326460, 0.000001231,   -221.400418, 0.001147,   -7.907158
  160,    S,   28,  12,  16,    28.004372762, 0.000171767,   -209.395467, 0.160000,   -7.478410
  161,    F,   29,  20,   9,    29.043103000, 0.000564000,   -186.874277, 0.525363,   -6.443941
  162,   Ne,   29,  19,  10,    29.019753000, 0.000160500,   -207.841542, 0.149505,   -7.166950
  163,   Na,   29,  18,  11,    29.002877091, 0.000007876,   -222.778112, 0.007336,   -7.682004
  164,   Mg,   29,  17,  12,    28.988607163, 0.000000369,   -235.287103, 0.000344,   -8.113348
  165,   Al,   29,  16,  13,    28.980453164, 0.000000370,   -242.099016, 0.000345,   -8.348242
  166,   Si,   29,  15,  14,    28.976494664, 0.000000001,   -245.002715, 0.000001,   -8.448369
  167,    P,   29,  14,  15,    28.981800368, 0.000000385,   -239.276729, 0.000359,   -8.250922
  168,    S,   29,  13,  16,    28.996678000, 0.000014000,   -224.634410, 0.013041,   -7.746014
  169,   Ne,   30,  20,  10,    30.024992235, 0.000271875,   -211.032544, 0.253250,   -7.034418
  170,   Na,   30,  19,  11,    30.009097931, 0.000005074,   -225.054754, 0.004726,   -7.501825
  171,   Mg,   30,  18,  12,    29.990465454, 0.000001390,   -241.627434, 0.001295,   -8.054248
  172,   Al,   30,  17,  13,    29.982969171, 0.000002077,   -247.826688, 0.001935,   -8.260890
  173,   Si,   30,  16,  14,    29.973770137, 0.000000023,   -255.611914, 0.000021,   -8.520397
  174,    P,   30,  15,  15,    29.978313490, 0.000000069,   -250.596053, 0.000064,   -8.353202
  175,    S,   30,  14,  16,    29.984906770, 0.000000221,   -243.670560, 0.000206,   -8.122352
  176,   Cl,   30,  13,  17,    30.005018333, 0.000025631,   -224.152723, 0.023875,   -7.471757
  177,   Ne,   31,  21,  10,    31.033474816, 0.000285772,   -211.202388, 0.266195,   -6.812980
  178,   Na,   31,  20,  11,    31.013146654, 0.000015000,   -229.354710, 0.013972,   -7.398539
  179,   Mg,   31,  19,  12,    30.996648232, 0.000003300,   -243.939531, 0.003074,   -7.869017
  180,   Al,   31,  18,  13,    30.983949754, 0.000002400,   -254.984599, 0.002236,   -8.225310
  181,   Si,   31,  17,  14,    30.975363196, 0.000000046,   -262.199307, 0.000043,   -8.458042
  182,    P,   31,  16,  15,    30.973761998, 0.000000001,   -262.907060, 0.000001,   -8.480873
  183,    S,   31,  15,  16,    30.979557002, 0.000000246,   -256.725155, 0.000229,   -8.281457
  184,   Cl,   31,  14,  17,    30.992448097, 0.000003700,   -243.933142, 0.003447,   -7.868811
  185,   Na,   32,  21,  11,    32.020011024, 0.000040000,   -231.031908, 0.037260,   -7.219747
  186,   Mg,   32,  20,  12,    31.999110138, 0.000003500,   -249.717598, 0.003260,   -7.803675
  187,   Al,   32,  19,  13,    31.988084338, 0.000007700,   -259.204576, 0.007173,   -8.100143
  188,   Si,   32,  18,  14,    31.974151538, 0.000000320,   -271.399278, 0.000298,   -8.481227
  189,    P,   32,  17,  15,    31.973907643, 0.000000042,   -270.842710, 0.000039,   -8.463835
  190,    S,   32,  16,  16,    31.972071174, 0.000000001,   -271.769478, 0.000001,   -8.492796
  191,   Cl,   32,  15,  17,    31.985684605, 0.000000603,   -258.304613, 0.000562,   -8.072019
  192,   Ar,   32,  14,  18,    31.997637824, 0.000001900,   -246.386080, 0.001770,   -7.699565
  193,   Na,   33,  22,  11,    33.025529000, 0.000483000,   -233.963264, 0.449912,   -7.089796
  194,   Mg,   33,  21,  12,    33.005327862, 0.000002859,   -251.997143, 0.002663,   -7.636277
  195,   Al,   33,  20,  13,    32.990877685, 0.000007500,   -264.673908, 0.006986,   -8.020421
  196,   Si,   33,  19,  14,    32.977976964, 0.000000750,   -275.907234, 0.000699,   -8.360825
  197,    P,   33,  18,  15,    32.971725692, 0.000001170,   -280.946503, 0.001090,   -8.513530
  198,    S,   33,  17,  16,    32.971458909, 0.000000001,   -280.411117, 0.000001,   -8.497307
  199,   Cl,   33,  16,  17,    32.977451988, 0.000000419,   -274.044565, 0.000390,   -8.304381
  200,   Ar,   33,  15,  18,    32.989925545, 0.000000430,   -261.641341, 0.000401,   -7.928525
  201,   Na,   34,  23,  11,    34.034010000, 0.000643500,   -234.134581, 0.599416,   -6.886311
  202,   Mg,   34,  22,  12,    34.008935455, 0.000007400,   -256.708009, 0.006893,   -7.550236
  203,   Al,   34,  21,  13,    33.996781924, 0.000002259,   -267.245462, 0.002104,   -7.860161
  204,   Si,   34,  20,  14,    33.978538045, 0.000000860,   -283.455908, 0.000801,   -8.336938
  205,    P,   34,  19,  15,    33.973645886, 0.000000870,   -287.229171, 0.000810,   -8.447917
  206,    S,   34,  18,  16,    33.967867011, 0.000000047,   -291.828267, 0.000044,   -8.583184
  207,   Cl,   34,  17,  17,    33.973762490, 0.000000052,   -285.552629, 0.000048,   -8.398607
  208,   Ar,   34,  16,  18,    33.980270092, 0.000000083,   -278.706656, 0.000077,   -8.197255
  209,   Mg,   35,  23,  12,    35.016790000, 0.000289500,   -257.462865, 0.269668,   -7.356082
  210,   Al,   35,  22,  13,    34.999759816, 0.000007900,   -272.542892, 0.007359,   -7.786940
  211,   Si,   35,  21,  14,    34.984550111, 0.000038494,   -285.927022, 0.035857,   -8.169343
  212,    P,   35,  20,  15,    34.973314045, 0.000002003,   -295.609597, 0.001866,   -8.445988
  213,    S,   35,  19,  16,    34.969032321, 0.000000043,   -298.814106, 0.000040,   -8.537546
  214,   Cl,   35,  18,  17,    34.968852694, 0.000000038,   -298.197393, 0.000035,   -8.519926
  215,   Ar,   35,  17,  18,    34.975257719, 0.000000730,   -291.446970, 0.000680,   -8.327056
  216,    K,   35,  16,  19,    34.988005406, 0.000000550,   -278.788247, 0.000512,   -7.965378
  217,   Mg,   36,  24,  12,    36.021879000, 0.000741000,   -260.793809, 0.690237,   -7.244272
  218,   Al,   36,  23,  13,    36.006388000, 0.000160500,   -274.440095, 0.149505,   -7.623336
  219,   Si,   36,  22,  14,    35.986649271, 0.000077077,   -292.042985, 0.071797,   -8.112305
  220,    P,   36,  21,  15,    35.978259610, 0.000014078,   -299.074151, 0.013114,   -8.307615
  221,    S,   36,  20,  16,    35.967080692, 0.000000201,   -308.703354, 0.000187,   -8.575093
  222,   Cl,   36,  19,  17,    35.968306822, 0.000000038,   -306.777187, 0.000035,   -8.521589
  223,   Ar,   36,  18,  18,    35.967545106, 0.000000028,   -306.702542, 0.000026,   -8.519515
  224,    K,   36,  17,  19,    35.981301887, 0.000000349,   -293.103853, 0.000325,   -8.141774
  225,   Ca,   36,  16,  20,    35.993074388, 0.000042941,   -281.353358, 0.039999,   -7.815371
  226,   Mg,   37,  25,  12,    37.030286265, 0.000750350,   -261.033810, 0.698947,   -7.054968
  227,   Al,   37,  24,  13,    37.010531000, 0.000193500,   -278.652233, 0.180244,   -7.531141
  228,   Si,   37,  23,  14,    36.992945191, 0.000122179,   -294.249691, 0.113809,   -7.952694
  229,    P,   37,  22,  15,    36.979606942, 0.000040738,   -305.890437, 0.037947,   -8.267309
  230,    S,   37,  21,  16,    36.971125500, 0.000000212,   -313.006958, 0.000197,   -8.459648
  231,   Cl,   37,  20,  17,    36.965902573, 0.000000055,   -317.088049, 0.000051,   -8.569947
  232,   Ar,   37,  19,  18,    36.966776301, 0.000000221,   -315.489997, 0.000206,   -8.526757
  233,    K,   37,  18,  19,    36.973375890, 0.000000100,   -308.558191, 0.000093,   -8.339411
  234,   Ca,   37,  17,  20,    36.985897849, 0.000000680,   -296.109580, 0.000633,   -8.002962
  235,   Si,   38,  24,  14,    37.995523000, 0.000112500,   -299.919795, 0.104793,   -7.892626
  236,    P,   38,  23,  15,    37.984303105, 0.000077918,   -309.587307, 0.072580,   -8.147034
  237,    S,   38,  22,  16,    37.971163300, 0.000007699,   -321.043065, 0.007172,   -8.448502
  238,   Cl,   38,  21,  17,    37.968010408, 0.000000105,   -323.195931, 0.000098,   -8.505156
  239,   Ar,   38,  20,  18,    37.962732102, 0.000000209,   -327.328463, 0.000195,   -8.613907
  240,    K,   38,  19,  19,    37.969081114, 0.000000209,   -320.630067, 0.000195,   -8.437633
  241,   Ca,   38,  18,  20,    37.976319223, 0.000000208,   -313.103331, 0.000194,   -8.239561
  242,   Si,   39,  25,  14,    39.002491000, 0.000145500,   -301.500462, 0.135532,   -7.730781
  243,    P,   39,  24,  15,    38.986285865, 0.000120929,   -315.811696, 0.112645,   -8.097736
  244,    S,   39,  23,  16,    38.975133850, 0.000053677,   -325.415839, 0.050000,   -8.343996
  245,   Cl,   39,  22,  17,    38.968008151, 0.000001859,   -331.269352, 0.001732,   -8.494086
  246,   Ar,   39,  21,  18,    38.964313037, 0.000005367,   -333.927149, 0.004999,   -8.562235
  247,    K,   39,  20,  19,    38.963706485, 0.000000005,   -333.707821, 0.000005,   -8.556611
  248,   Ca,   39,  19,  20,    38.970710811, 0.000000640,   -326.398852, 0.000596,   -8.369201
  249,   Sc,   39,  18,  21,    38.984784953, 0.000025765,   -312.504237, 0.024000,   -8.012929
  250,   Si,   40,  26,  14,    40.006083641, 0.000130962,   -306.225256, 0.121990,   -7.655631
  251,    P,   40,  25,  15,    39.991262221, 0.000089755,   -319.247568, 0.083606,   -7.981189
  252,    S,   40,  24,  16,    39.975482561, 0.000004274,   -333.162335, 0.003981,   -8.329058
  253,   Cl,   40,  23,  17,    39.970415466, 0.000034423,   -337.098270, 0.032065,   -8.427457
  254,   Ar,   40,  22,  18,    39.962383122, 0.000000002,   -343.796172, 0.000002,   -8.594904
  255,    K,   40,  21,  19,    39.963998165, 0.000000060,   -341.507440, 0.000056,   -8.537686
  256,   Ca,   40,  20,  20,    39.962590850, 0.000000022,   -342.033866, 0.000020,   -8.550847
  257,   Sc,   40,  19,  21,    39.977967275, 0.000003036,   -326.926182, 0.002828,   -8.173155
  258,   Ti,   40,  18,  22,    39.990345146, 0.000073262,   -314.611474, 0.068243,   -7.865287
  259,    P,   41,  26,  15,    40.994654000, 0.000129000,   -324.159463, 0.120163,   -7.906328
  260,    S,   41,  25,  16,    40.979593451, 0.000004400,   -337.404384, 0.004099,   -8.229375
  261,   Cl,   41,  24,  17,    40.970684525, 0.000073777,   -344.918961, 0.068723,   -8.412658
  262,   Ar,   41,  23,  18,    40.964500570, 0.000000372,   -349.895099, 0.000347,   -8.534027
  263,    K,   41,  22,  19,    40.961825256, 0.000000004,   -351.602810, 0.000004,   -8.575678
  264,   Ca,   41,  21,  20,    40.962277905, 0.000000147,   -350.396690, 0.000137,   -8.546261
  265,   Sc,   41,  20,  21,    40.969251163, 0.000000083,   -343.116507, 0.000077,   -8.368695
  266,   Ti,   41,  19,  22,    40.983148000, 0.000030000,   -329.386891, 0.027945,   -8.033827
  267,    P,   42,  27,  15,    42.001172140, 0.000101996,   -326.159173, 0.095009,   -7.765695
  268,    S,   42,  26,  16,    41.981065100, 0.000003000,   -344.104869, 0.002794,   -8.192973
  269,   Cl,   42,  25,  17,    41.973342000, 0.000064000,   -350.514857, 0.059616,   -8.345592
  270,   Ar,   42,  24,  18,    41.963045737, 0.000006200,   -359.321586, 0.005775,   -8.555276
  271,    K,   42,  23,  19,    41.962402305, 0.000000113,   -359.136611, 0.000105,   -8.550872
  272,   Ca,   42,  22,  20,    41.958617780, 0.000000159,   -361.877393, 0.000148,   -8.616128
  273,   Sc,   42,  21,  21,    41.965516686, 0.000000165,   -354.666468, 0.000154,   -8.444440
  274,   Ti,   42,  20,  22,    41.973049369, 0.000000289,   -346.865025, 0.000269,   -8.258691
  275,    S,   43,  27,  16,    42.986907635, 0.000005335,   -346.733900, 0.004970,   -8.063579
  276,   Cl,   43,  26,  17,    42.974063700, 0.000066407,   -357.913916, 0.061858,   -8.323579
  277,   Ar,   43,  25,  18,    42.965636056, 0.000005700,   -364.980037, 0.005310,   -8.487908
  278,    K,   43,  24,  19,    42.960734701, 0.000000440,   -368.761292, 0.000410,   -8.575844
  279,   Ca,   43,  23,  20,    42.958766381, 0.000000244,   -369.810291, 0.000227,   -8.600239
